"","Salary","Age","G","MP","mean_views","PTS","GS","X3P.","X2P.","FT.","PF","STL","BLK","TOV","Play","Season","Pos1"
"1362",14800000,26,82,34.7,849.06301369863,20,82,0.397,0.528,0.866,2.2,0.6,0.5,1.8,0,3,2
"1363",3129187,27,80,27.1,194.517808219178,8.9,54,0.395,0.524,0.819,2.2,1,0.2,1.5,0,3,3
"1365",5000000,36,56,17.9,2899.98633879781,9.5,0,0.255,0.485,0.734,0.9,0.4,0.1,1.3,0,3,3
"1366",10607143,27,74,17.6,234.882191780822,6,12,0.397,0.522,0.881,1.2,0.4,0.2,0.3,0,3,4
"1367",2000000,28,75,20,128.202739726027,5.7,37,0.324,0.569,0.7,2.3,0.5,0.6,0.6,0,3,4
"1368",5363280,20,81,30.9,3028.77534246575,19.1,81,0.324,0.477,0.829,1.7,0.9,0.2,3.8,0,3,3
"1369",1512601,25,35,20.4,72.8684931506849,5.3,21,0.297,0.413,0.818,1.9,0.4,0.2,0.5,0,3,5
"1371",15000000,33,69,34,2128.95068493151,12.5,69,0.334,0.493,0.793,1.9,1.3,0.3,1.5,0,3,4
"1372",1795015,26,58,19.4,971.013698630137,10.9,8,0.352,0.463,0.831,1,0.6,0.1,0.8,0,3,3
"1373",3364249,23,64,17.5,424.816438356164,8.5,2,0.255,0.529,0.698,1.5,0.5,0.4,1.1,0,3,2
"1376",3258539,27,51,14.9,108.169863013699,6.2,1,0.381,0.481,0.783,1.5,0.5,0.1,0.5,0,3,5
"1377",77250,24,21,14.9,122.986338797814,5.3,0,0.318,0.556,0.6,1.8,0.5,0.4,0.4,0,3,4
"1380",19245370,26,57,26.8,406.706849315068,10.9,22,0.346,0.477,0.748,1.7,0.9,0.5,1.4,0,3,3
"1382",12400000,29,69,20.3,817.592896174863,10.2,18,0.356,0.405,0.719,1.7,0.8,0.3,1.7,0,3,5
"1384",13585000,36,55,15.9,1791.62465753425,3.1,6,0,0.622,0.586,2,0.4,0.4,0.8,0,3,1
"1385",2444052,22,68,22.9,592.021917808219,6.9,23,0.317,0.453,0.841,1.1,1.2,0.1,0.7,0,3,3
"1386",2393887,38,10,7.4,696.128767123288,2.5,1,0,0.524,0.75,0.9,0,0,0.3,0,3,1
"1387",21000000,26,36,31.9,3284.6602739726,18.8,36,0.343,0.47,0.73,2,1.7,0.3,2.3,0,3,5
"1388",2393887,42,76,17.5,4985.24383561644,7.4,9,0.389,0.48,0.712,1.9,0.6,0.4,0.6,0,3,2
"1390",1544951,22,16,5.9,11.9102040816327,1.9,0,0.222,0.333,0.727,0.7,0.1,0.1,0.9,0,3,3
"1391",8653076,31,53,24.5,339.61095890411,10.3,38,0.371,0.541,0.796,1.7,1,0.1,0.8,0,3,5
"1392",1544951,24,75,19.2,7.53257790368272,6.9,13,0.316,0.456,0.728,1.7,0.4,0.2,1.1,0,3,5
"1393",4446840,19,44,25.2,165.517808219178,10.3,44,0.188,0.513,0.795,3.5,0.6,1.3,1.5,0,3,1
"1395",6134000,31,38,14.1,5.0521978021978,3.4,13,0.329,0.385,0.684,1.7,0.4,0.3,0.5,0,3,4
"1396",19360228,32,69,30.3,258.830136986301,12.2,68,0.372,0.437,0.81,2.3,0.8,0.2,1.3,0,3,4
"1397",11830358,28,43,27.7,277.498630136986,11.5,38,0.342,0.447,0.77,1.9,0.4,0.5,1.5,0,3,5
"1398",4696874,25,81,27.3,460.087671232877,11.9,81,0.5,0.556,0.551,2.8,1.2,0.6,1,0,3,1
"1399",1496500,24,58,14,369.997260273973,7.3,3,0.385,0.539,0.694,1.7,0.3,0.3,1,0,3,1
"1400",12800562,31,51,23.1,470.720547945205,6,33,0.373,0.478,0.72,2.4,0.5,0.4,0.9,0,3,2
"1402",3000000,25,71,15,293.249315068493,5.9,3,0.362,0.488,0.896,0.9,0.5,0.1,0.6,0,3,3
"1403",77250,24,15,11.6,482.778082191781,2.6,0,0.125,0.371,0.7,0.7,0.3,0.1,0.4,0,3,4
"1404",3628920,21,77,17.6,470.320547945205,6.6,0,0.331,0.534,0.746,2.3,0.3,0.9,1,0,3,1
"1405",19500000,23,63,34.5,1415.26849315068,23.7,62,0.374,0.504,0.832,2.2,1,0.4,3.4,0,3,5
"1407",2393887,34,68,12.9,1183.57650273224,3.9,3,0,0.45,0.782,2.2,0.5,0.3,0.8,0,3,1
"1408",2615160,19,6,18.5,469.912328767123,6.7,2,0.375,0.444,0.75,1.3,0.3,0.3,1,0,3,5
