"","Salary","Age","G","MP","mean_views","PTS","GS","X3P.","X2P.","FT.","PF","STL","BLK","TOV","Play","Season","Pos1"
"283",1403611,29,82,15.7,1094.86612021858,8.7,2,0.372,0.52,0.876,2.8,0.3,0.5,0.8,0,1,1
"285",12250000,30,76,30.2,386.527322404372,11.2,76,0.35,0.494,0.873,1.8,0.8,0.7,0.8,0,1,2
"286",2328530,26,81,26.5,901.428961748634,10.4,64,0,0.541,0.58,2.8,0.9,1.1,1.7,0,1,1
"287",6508351,36,74,24,1459.95355191257,7.1,18,0.331,0.467,0.787,2.5,0.6,0.4,1.4,0,1,4
"288",9607500,26,76,26.1,1747.00273224044,7.6,54,0.367,0.404,0.854,2,0.7,0,1.8,0,1,3
"290",543471,24,32,10.3,174.896174863388,3.1,4,0.143,0.481,0.731,0.9,0.5,0.3,0.4,0,1,2
"291",1551659,37,25,6.4,2930.72677595628,2.3,2,0.237,0.333,0.625,0.7,0.4,0.1,0.3,0,1,4
"292",9213484,24,74,16.5,404.909836065574,5.4,12,0.347,0.436,0.875,2.3,0.2,0.4,0.5,0,1,2
"293",1403611,28,56,16.7,1473.45628415301,9.4,6,0.419,0.545,0.743,1.6,0.5,0.5,1.2,0,1,2
"294",3183526,25,45,18.8,927.390710382514,6.6,19,0.234,0.401,0.753,2.3,0.8,0.5,1.5,0,1,3
"295",650000,24,9,3.6,275.106557377049,0.4,0,0,0.167,1,0.2,0,0,0,0,1,5
"296",13000000,23,81,29,647.117486338798,9.2,81,0.111,0.483,0.784,2.3,1,1,0.7,0,1,4
"297",26540100,29,69,33.2,13.9644808743169,20.5,68,0.408,0.497,0.859,1.8,1.3,0.3,2.3,0,1,3
"298",4837500,36,53,15.9,7.93388429752066,5.2,2,0.396,0.465,0.8,1.3,0.3,0.1,0.5,0,1,4
"300",1015696,25,70,17.7,149.120218579235,6.2,3,0.418,0.546,0.766,1.4,0.4,0.6,0.8,0,1,1
"301",3333333,28,18,10.8,7.39071038251366,2.5,0,0.148,0.406,0.875,0.7,0.2,0.2,0.4,0,1,2
"303",2898000,27,68,14.9,348.07650273224,6.3,5,0.321,0.517,0.809,1.2,0.4,0.2,0.8,0,1,4
"304",10500000,31,70,16.2,4.14484679665738,6.4,2,0.341,0.46,0.778,1.6,0.2,0.2,0.5,0,1,2
"305",10763500,31,74,27,919.612021857924,8.5,33,0.319,0.483,0.727,2,1.1,0.4,1.8,0,1,5
"306",1045000,23,58,18.3,226.857923497268,9.1,14,0.143,0.663,0.628,2.2,0.3,0.7,0.8,0,1,1
"307",2380440,20,81,31.4,12.4972677595628,14.5,81,0.348,0.536,0.809,3.2,0.9,2.1,1.3,0,1,1
"308",3800000,28,65,18.3,245.308743169399,6.2,1,0.316,0.531,0.738,2.4,0.6,0.3,0.9,0,1,2
"309",4384490,22,51,20.5,911.978142076503,8.7,19,0,0.597,0.694,2.5,1.3,1,1,0,1,1
"310",3750000,36,20,6.4,395.592896174863,1.7,0,0,0.636,0.625,0.9,0.1,0.1,0.2,0,1,2
"311",5443918,31,60,25.9,42.9535519125683,13.2,60,0.404,0.481,0.856,2.3,0.6,0.2,0.6,0,1,5
"312",20869566,28,77,34,495.953551912568,15.1,77,0.333,0.453,0.856,1.4,1.1,0.4,2.5,0,1,5
"313",543471,23,54,9.6,20.2,2.8,2,0.305,0.5,0.773,0.8,0.3,0.1,0.5,0,1,5
"314",2993040,23,80,27.4,549.008196721311,9.5,27,0.368,0.433,0.813,1.8,0.6,0.4,1.6,0,1,5
"315",1358500,21,73,27.9,10.792349726776,16.7,59,0.324,0.628,0.825,2.9,0.8,0.8,2.3,0,1,1
"316",5782450,25,70,24,7.34794520547945,10.6,15,0.342,0.52,0.773,1.8,0.8,0.8,1.1,0,1,2
"317",11750000,26,75,28.8,11.568306010929,14.6,55,0.307,0.481,0.669,2.4,1,1,1.6,0,1,1
"318",2751360,21,74,17.1,255.229508196721,4.4,41,0.35,0.492,0.638,2.1,0.4,0.4,0.9,0,1,2
"319",874636,23,76,18,267.364383561644,8.4,18,0.324,0.514,0.792,1.7,0.7,0.2,0.9,0,1,5
"321",3149524,28,36,17.9,270.122950819672,5.2,2,0.349,0.512,0.586,1.4,0.6,0.1,0.8,0,1,2
"322",5893981,23,80,32.6,308.412568306011,13.4,80,0.434,0.576,0.832,2.4,1.5,0.5,0.6,0,1,4
"324",1196040,22,55,15.6,327.901023890785,4.2,38,0.143,0.515,0.688,2,0.5,0.8,0.6,0,1,2
"325",874636,24,39,8.1,272.311475409836,2.5,1,0.515,0.513,0.778,0.6,0.2,0.1,0.4,0,1,5
"326",6000000,28,67,30.7,532.467213114754,9.5,67,0.382,0.463,0.768,3.3,1.5,0.4,1.5,0,1,5
"327",543471,21,71,15.1,807.875,4,20,0.333,0.533,0.784,0.9,0.5,0.2,0.5,0,1,5
"328",6050000,27,65,24.6,10.1284153005464,6.8,8,0.372,0.458,0.717,1.8,0.6,0.4,0.6,0,1,2
"330",15500000,36,64,25.4,2838.89344262295,12.4,39,0.538,0.494,0.707,1.7,0.4,1.1,1.3,0,1,1
"331",18100000,26,75,35.9,2102.71857923497,23.7,75,0.393,0.501,0.898,2.7,1.6,0.4,2.9,1,1,4
"332",20072033,31,69,34,606.248633879781,18.1,67,0.311,0.486,0.768,2.7,1.3,0.9,2.3,1,1,2
"333",3527920,39,25,11.1,2279.5218579235,3.2,7,0.349,0.481,0.769,1.6,0.2,0.2,0.6,0,1,4
"334",750000,22,44,19.2,189.838797814208,5.5,18,0.333,0.451,0.775,1.8,0.3,0.4,0.9,0,1,4
"336",2965505,26,38,14.7,230.142076502732,5.8,1,0.411,0.413,0.75,1.8,0.4,0.4,0.6,0,1,2
"337",14000000,30,69,26.7,2343.31147540984,7.8,42,0.376,0.418,0.6,2.1,1.4,0.2,2.4,0,1,3
"339",6000000,30,50,16.2,206.781420765027,6.2,1,0.339,0.393,0.771,0.9,0.5,0.1,0.9,0,1,3
"340",2500000,33,69,18.6,472.01912568306,5.2,40,0.33,0.418,0.857,1.4,0.5,0.1,1.2,0,1,5
"341",1811040,20,41,11.2,143.51912568306,3.5,2,0.321,0.413,0.4,0.8,0.5,0.2,0.3,0,1,5
"342",877800,24,40,8.7,25.1584699453552,2.5,0,0.323,0.517,0.889,1.2,0.5,0.1,0.4,0,1,3
"343",1551659,32,80,21.3,441.054644808743,6.7,11,0.319,0.473,0.781,1.6,0.8,0.3,1,0,1,3
"344",2255644,25,31,15.1,164.467213114754,4.5,5,0.384,0.473,0.714,0.7,0.6,0.1,0.3,0,1,4
"346",2500000,36,79,20.4,2951.38797814208,5.7,13,0.333,0.58,0.741,1.9,0.3,0.1,0.7,0,1,4
"347",1024000,23,57,20.9,117.153005464481,9.8,17,0.351,0.606,0.699,2.4,0.7,1,1,0,1,1
"348",13400000,26,75,32.9,909.775956284153,11.1,75,0.306,0.443,0.891,2.7,1.7,0.1,2.6,0,1,3
"349",1015696,26,67,31.6,216.838797814208,12.9,67,0.333,0.484,0.822,3,1.9,1,2,0,1,4
"350",13219250,28,81,28,967.904371584699,10.4,81,0,0.494,0.721,1.9,0.2,1.4,1.1,0,1,1
"351",1406520,24,59,27,275.010928961749,12.7,55,0.371,0.44,0.783,2.2,0.6,0.2,1.1,0,1,5
"352",543471,25,78,25.2,113.587431693989,6.4,65,0.332,0.488,0.62,1.8,0.6,0.2,0.7,0,1,5
"353",7000000,30,39,17.8,172.653005464481,7.2,0,0.317,0.391,0.748,1.1,0.4,0,1.4,0,1,3
"354",543471,23,52,16.5,6.17183098591549,4.1,13,0.267,0.45,0.651,1.4,0.7,0.2,1.1,0,1,5
"355",1395600,22,78,22.6,221.273224043716,8.7,50,0.224,0.463,0.751,2.3,1.1,0.6,1.5,0,1,4
"357",13333333,30,30,33.8,875.928961748634,18.7,30,0.372,0.483,0.855,2.6,1.5,0.9,2.5,0,1,4
"358",2121287,24,81,33.9,507.431693989071,14,81,0,0.662,0.653,3,0.6,2.6,1.8,0,1,1
"359",26540100,28,81,34.6,6469.5,31.6,81,0.343,0.459,0.845,2.3,1.6,0.4,5.4,1,1,3
"360",18735364,28,72,29.4,17.6420765027322,13.6,72,0.403,0.446,0.86,2,0.4,0.2,0.8,0,1,2
"361",713305,25,16,6.9,27.7595628415301,1.6,0,0.4,0.222,0.833,0.3,0.3,0.3,0.3,0,1,2
"362",874636,30,73,12.4,363.256830601093,2.9,11,0.333,0.649,0.59,2.1,0.4,0.8,0.5,0,1,1
"363",1720560,22,77,18.4,491.655737704918,6.5,2,0.321,0.591,0.559,1.1,0.5,0.3,0.5,0,1,2
"364",1410598,32,42,9.7,9.18852459016393,3,4,0.311,0.306,0.708,0.9,0.3,0,0.4,0,1,5
"365",980431,27,70,25.1,313.155737704918,13.1,24,0.341,0.468,0.843,1.7,0.6,0.1,1.9,0,1,5
"366",543471,24,64,15.2,115.204918032787,2.9,1,0.19,0.406,0.548,1.2,0.4,0.1,0.7,0,1,3
"367",12250000,27,79,30.7,1609.9262295082,14.8,79,0.391,0.522,0.856,2.7,0.5,1.6,1.3,0,1,2
"369",2898000,26,70,29,4925.89071038251,12.8,42,0.425,0.528,0.85,1.8,1.1,0.1,1.3,0,1,3
"370",3046299,24,78,19.4,426.084699453552,9.9,1,0.338,0.528,0.774,1.1,0.3,0.1,0.7,0,1,4
"371",1350120,25,53,9.7,541.866120218579,4.1,2,0.37,0.429,0.776,0.7,0.6,0,0.8,0,1,3
"372",5782450,31,76,17.7,2751.53278688525,5.1,3,0.333,0.55,0.7,1.6,0.5,0.3,0.8,0,1,3
"374",2433334,26,55,21.9,201.325136612022,7.8,9,0.308,0.51,0.688,1.8,0.8,0.1,1.6,0,1,3
"375",1188840,20,33,18.5,9.90437158469945,8.8,12,0.375,0.543,0.703,1.9,0.5,0.4,1.1,0,1,2
"377",726672,23,59,22.6,207.005464480874,7.3,18,0.376,0.478,0.792,2,0.7,0.4,1.1,0,1,3
"378",5782450,28,54,14.8,255.81693989071,6.2,1,0.309,0.556,0.846,1.4,0.3,0.6,0.9,0,1,2
"379",2969880,20,77,17.8,18.9098360655738,4.4,1,0.292,0.398,0.679,1.6,0.7,0.3,0.9,0,1,4
"380",12112359,28,79,33.4,28435.1229508197,25.3,79,0.411,0.537,0.898,2.3,1.8,0.2,3,1,1,3
"383",3140517,23,80,29.9,3950.74043715847,11.3,80,0,0.572,0.611,2.4,1.1,1,1.8,0,1,1
"386",8950000,31,78,25.5,326.319672131148,10.8,71,0.231,0.52,0.715,2.1,0.5,0.8,1.3,0,1,2
"387",6191000,25,67,16.3,248.896174863388,5.7,16,0.5,0.51,0.752,2.6,0.4,0.7,0.9,0,1,1
"388",1207194,25,54,23.5,283.382513661202,10.8,12,0.253,0.508,0.606,1.2,0.7,1,0.9,0,1,2
"389",10000000,25,78,25.1,713.142076502732,11,24,0.363,0.518,0.831,1.8,1.1,0.4,0.9,0,1,4
"390",1906440,22,74,17.1,266.29781420765,5.5,0,0.318,0.405,0.773,0.9,0.6,0.1,0.6,0,1,3
"391",4000000,32,62,25.7,413.571038251366,7.2,42,0.342,0.484,0.733,1.6,1.5,0.5,0.9,0,1,4
"392",12078652,28,74,30.2,405.243169398907,11,74,0.381,0.557,0.523,1.8,1.5,0.4,1.3,0,1,2
"393",1050961,25,48,11.7,26.483606557377,5,1,0,0.538,0.47,1.6,0.5,0.2,1,0,1,2
"394",2568600,19,57,9.9,1785.76775956284,4,34,0.378,0.514,0.653,1.5,0.2,0.5,0.3,0,1,1
"395",8250000,32,8,9.5,309.133879781421,4.9,0,0.333,0.48,0.818,1,0.1,0.1,0.8,0,1,1
"396",2090000,26,65,23.5,277.887978142077,7.1,35,0.313,0.446,0.76,2,0.9,0.1,1.6,0,1,3
"397",2281605,24,79,27.3,889.606557377049,14.5,30,0.357,0.537,0.766,1.3,0.7,0.2,1.3,0,1,5
"398",543471,22,16,5,92.7784810126582,1.9,0,0.385,0.5,0,0.4,0.1,0.2,0.7,0,1,5
"399",16000000,30,54,20.4,1267.8825136612,7.4,52,0,0.517,0.808,2.5,0.3,0.6,1.3,0,1,1
"400",1326960,21,69,17.2,1.14285714285714,6.4,19,0.311,0.475,0.854,2.2,0.5,0.1,1.1,0,1,4
"401",17200000,24,82,31.3,566.42349726776,16.1,48,0.347,0.537,0.841,1.6,0.7,0.5,1.2,0,1,2
"402",2870813,25,57,12.6,5.3659217877095,2.7,3,0.243,0.473,0.697,1.1,0.5,0.1,0.7,0,1,5
"403",5000000,35,71,27,19.5464480874317,9.1,66,0.278,0.479,0.615,2.5,1.6,0.4,1.4,0,1,5
"404",14445313,34,63,25.2,2899.98633879781,10.1,63,0.333,0.484,0.726,1.5,0.5,0,1.4,0,1,3
"405",2368327,25,80,29.2,7.08767123287671,8.5,80,0.406,0.548,0.81,1.6,0.7,0.2,0.7,0,1,5
"406",543471,23,27,7,48.7622950819672,2.1,1,0.6,0.4,0.667,0.7,0.2,0,0.1,0,1,5
"407",7800000,31,80,34.7,563.882513661202,11.7,80,0.344,0.556,0.738,1.7,1.8,0.3,0.9,0,1,4
"408",9250000,29,71,24.7,221.232240437158,10,43,0.321,0.546,0.673,2.1,1.1,0.4,1.8,0,1,2
"409",3386597,24,57,12.3,526.087431693989,5,0,0.443,0.459,0.759,0.9,0.2,0.1,0.8,0,1,3
"410",2340600,21,71,16.3,429.407103825137,6.2,4,0.319,0.4,0.722,1.4,0.4,0.3,0.9,0,1,2
"411",15330435,25,78,29.9,2610.96448087432,8.1,78,0,0.604,0.498,2.3,0.5,1.1,0.8,0,1,1
"412",3332940,25,67,17.7,173.22131147541,8.2,3,0.389,0.336,0.796,1.3,0.3,0.1,0.7,0,1,5
"413",652165,22,30,18.6,122.986338797814,6.2,16,0.29,0.524,0.656,2,0.9,0.3,1.1,0,1,4
"414",1315448,29,69,25.1,670.333333333333,9.9,24,0.288,0.502,0.797,1.7,1.1,0.1,1.9,0,1,3
"415",1733880,22,53,11.1,25.3060109289617,4.3,2,0.386,0.457,0.84,1.1,0.5,0,0.8,0,1,3
"416",5628000,24,73,29.8,15.207650273224,13.7,0,0.372,0.46,0.768,2.4,1.2,0.6,1.2,0,1,3
"417",918369,21,61,18.4,669.213114754098,7.3,15,0.266,0.455,0.775,1.2,0.8,0.1,1.3,0,1,3
"418",8000000,27,51,10.3,406.912568306011,3.5,5,0,0.497,0.564,1.2,0.1,0.4,0.4,0,1,1
"419",10203755,27,40,19.7,817.592896174863,10.3,6,0.356,0.429,0.75,1.5,0.9,0.2,1.5,0,1,4
"421",1339680,20,60,12.9,658.27868852459,3.5,0,0.356,0.454,0.767,0.8,0.8,0.1,0.6,0,1,3
"422",4000000,36,16,8.1,574.01912568306,1.9,0,0,0.55,0.6,1.4,0.4,0.1,0.5,0,1,1
"423",6552960,24,67,33.2,1279.6693989071,15.9,67,0.361,0.491,0.753,2.3,1.2,0.3,1.8,0,1,5
"424",4264057,40,73,24.6,3882.04371584699,8,15,0.378,0.418,0.765,2.2,0.8,0.5,0.7,0,1,4
"425",1793760,20,33,12.3,11.9102040816327,3.2,1,0.136,0.355,0.838,1.2,0.5,0.2,1.2,0,1,3
"426",6000000,29,62,24.2,264.926229508197,10.5,13,0.378,0.509,0.86,1.1,0.6,0.1,0.5,0,1,5
"427",5628000,29,68,11.9,5.0521978021978,2.7,3,0.246,0.537,0.647,1.2,0.4,0.4,0.3,0,1,4
"428",17145838,30,73,34.2,341.368852459016,13.5,73,0.363,0.432,0.816,2.2,1.1,0.2,1.4,0,1,5
"429",3533333,26,60,28.4,329.551912568306,13.7,19,0.37,0.483,0.753,1.8,0.8,0.5,1.6,0,1,5
"430",3551160,23,75,18.9,532.669398907104,8.1,21,0,0.532,0.669,2,0.7,0.6,0.9,0,1,1
"432",1375000,22,72,18.4,2.85087719298246,8.2,22,0.267,0.538,0.728,2.1,0.6,0.5,1.4,0,1,1
"433",11233146,29,71,30.9,211.953551912568,15.7,33,0.337,0.527,0.727,2.4,0.7,0.4,1.6,0,1,4
"434",2240880,21,47,37.2,2317.55737704918,18.9,47,0.387,0.515,0.836,2.2,0.9,0.2,1.8,0,1,5
"435",10000000,35,73,24.5,718.333333333333,14.1,5,0.223,0.474,0.731,1.9,0.5,0.1,1.4,0,1,2
"436",2898000,32,70,18.1,1183.57650273224,6.1,70,0,0.538,0.778,2.4,0.8,0.5,1.2,0,1,1
"437",2116955,33,32,5.9,11.155737704918,2.3,1,0.355,0.447,0.727,0.9,0.2,0,0.3,0,2,3
"438",5504419,22,58,32.9,864.098630136986,17.6,57,0.336,0.497,0.698,1.9,1,0.8,1.8,0,2,2
"439",1167333,24,48,10.9,325.208219178082,3,1,0.354,0.321,0.59,0.9,0.3,0.2,0.7,0,2,4
"440",77250,26,5,8.6,205.855191256831,4.2,0,0.667,0.714,0.833,1.2,0.4,0,0.4,0,2,2
"441",7319035,27,69,30,387.838356164384,9.3,67,0.369,0.432,0.738,2,1.1,0.6,1.1,0,2,2
"442",27734405,31,72,31.6,1569.86575342466,12.9,72,0.429,0.514,0.783,1.9,0.6,1.1,1.8,1,2,1
"443",9769821,33,36,13.4,603.188524590164,7,1,0,0.541,0.833,1.8,0.4,0.6,0.6,0,2,1
"445",10845506,26,64,16.5,161.224657534247,7.7,1,0.331,0.452,0.863,1.2,0.6,0.1,0.9,0,2,5
"447",5725000,24,75,15.1,8.31147540983607,4.7,8,0.38,0.443,0.848,1.7,0.5,0.1,0.3,0,2,5
"448",77250,23,37,15.2,378.482191780822,3.6,7,0.302,0.507,0.7,1.4,0.6,0.3,1.1,0,2,3
"449",4187599,24,69,20.2,345.227397260274,8.5,13,0.333,0.568,0.684,2.3,0.4,0.9,1.1,0,2,1
"451",815615,25,14,3.8,56.8109589041096,1.5,0,0.333,0.833,0.667,0.6,0.1,0.1,0.2,0,2,4
"452",18500000,25,75,29.3,321.934246575342,13.2,68,0.378,0.461,0.852,2.2,0.6,0.5,1,0,2,5
"453",11000000,30,74,15.8,371.795081967213,4.6,18,0.313,0.57,0.612,2.6,0.6,0.6,0.7,0,2,1
"454",23775506,24,78,33.7,911.147945205479,15,78,0,0.536,0.605,3.2,1.5,1.6,2.6,1,2,1
"455",14814815,34,64,25.3,2805.27123287671,6,7,0.282,0.567,0.632,1.5,0.8,0.6,1,0,2,4
"456",9259260,26,39,26.6,632.024657534247,5,39,0.222,0.627,0.316,2.3,1.2,0.9,0.8,0,2,5
"458",1312611,23,56,23.7,5.94808743169399,9.5,46,0.331,0.467,0.78,2.5,0.7,0.5,1.4,0,2,3
"460",7574322,22,82,36.3,2035.86301369863,17.7,82,0.331,0.475,0.643,2,1.1,0.6,1.7,0,2,4
"463",23775506,24,75,36.4,93.6630136986301,28.1,75,0.34,0.558,0.828,2.1,1.5,2.6,2.2,1,2,2
"464",5290000,32,79,22.2,216.687671232877,8.9,14,0.436,0.561,0.797,1.8,0.4,0.3,0.7,0,2,2
"466",384116,23,17,7.2,44.1095890410959,1.4,0,0.75,0.294,0.667,1.4,0.4,0.3,0.4,0,2,5
"467",4300000,31,81,18.3,657.67397260274,6,67,0.143,0.487,0.756,2.5,0.3,0.6,1,0,2,1
"468",5328652,32,53,12.9,440.893442622951,3.4,3,0.386,0.413,0.846,1.1,0.1,0.2,0.4,0,2,5
"469",11825000,25,61,33.7,947.657534246575,15.1,59,0.378,0.461,0.642,2.5,1.2,0.3,1.8,0,2,5
"470",8808989,27,46,31.2,1365.31232876712,14.3,46,0.369,0.436,0.768,2,1.1,0.2,2.2,0,2,5
"471",2490360,20,69,19.8,157.567123287671,6.9,19,0,0.523,0.721,2,0.5,0.6,1,0,2,1
"472",5200000,24,56,19.5,437.084931506849,7.5,17,0.346,0.477,0.828,2.5,0.7,0.3,1.1,0,2,5
"474",6168840,21,81,33.7,3892.45479452055,15.8,81,0,0.551,0.56,2.6,1.7,0.9,3.4,0,2,3
"475",17000000,25,82,18.2,446.095890410959,5.7,25,0,0.521,0.65,1.9,0.3,1.2,1,0,2,1
"476",29512900,28,58,34,3637.6904109589,21.4,58,0.345,0.482,0.785,2.4,0.7,0.3,2.8,0,2,2
"479",1516320,22,73,22.5,525.991780821918,13.2,4,0.359,0.514,0.769,1.8,0.7,0.3,1.4,0,2,2
"480",9470614,25,78,27.9,1279.01095890411,11.8,53,0.392,0.485,0.84,2.2,0.9,0.2,1.6,0,2,5
"481",10500000,28,80,30.8,725.843835616438,14.3,80,0.402,0.534,0.868,1.6,0.7,0.1,1.3,0,2,4
"482",23775506,24,82,36.3,1038.05753424658,22.6,82,0.375,0.507,0.791,2,1.2,0.4,2.6,1,2,5
"484",5519400,20,59,33.5,1853.67397260274,16.1,59,0.39,0.483,0.681,2.8,0.8,0.7,2.5,0,2,4
"486",160378,25,18,13.2,165.94262295082,2.8,0,0.364,0.469,0.8,1.6,1,0.3,0.8,0,2,3
"487",1331160,23,18,5.4,324.342541436464,2.4,0,0,0.488,0.6,0.7,0.5,0.3,0.3,0,2,2
"488",22642350,29,74,23.4,1839.65753424658,13,72,0.345,0.549,0.703,2.6,0.4,1.3,1.3,0,2,1
"489",2451224,22,12,8.9,271.550684931507,2.2,0,0.176,0.429,0.833,0.7,0.3,0.3,0.3,0,2,4
"490",1312611,24,80,19,342.832876712329,6.9,12,0.39,0.446,0.667,1.4,0.4,0,0.5,0,2,5
"491",3675480,25,80,25.3,1199.74520547945,13.5,12,0.431,0.457,0.877,1.9,1.1,0.3,1.6,0,2,5
"494",1465920,20,27,7,667.106849315069,2.3,3,0.125,0.442,0.667,1.4,0.2,0.1,0.7,0,2,2
"495",2203440,23,25,23.3,583.218579234973,8.8,14,0.385,0.419,0.75,1.8,1,0.4,1.4,0,2,3
"496",1632480,23,71,26.3,328.887671232877,12.1,10,0.347,0.48,0.711,2.2,1.2,0.3,2.2,0,2,4
"497",26243760,33,78,32.1,4679.16666666667,16.2,78,0.357,0.437,0.767,2.5,0.6,0.6,1.3,0,2,2
"498",2642857,22,61,11,698.509589041096,3.9,12,0.368,0.586,0.565,1.3,0.4,0,0.5,0,2,4
"499",23112004,29,36,19.2,887.512328767123,7.9,8,0.421,0.504,0.63,1.5,0.5,0.3,1,0,2,4
"500",7420912,34,53,13.1,1233.72404371585,5,1,0.339,0.67,0.895,1.3,0.3,0.2,0.4,0,2,1
"505",1471382,22,19,4.7,161.915300546448,2.4,0,0.125,0.5,0.643,0.4,0,0.3,0.1,0,2,2
"506",24268959,32,58,31.8,3962.68767123288,18.6,58,0.38,0.532,0.919,2.4,1.7,0.2,2.2,0,2,3
"507",23962573,26,81,36.1,17.3260273972603,21.4,81,0.397,0.465,0.836,2.1,1,0.4,1.9,0,2,5
"508",2334528,23,74,27.5,632.071232876712,13.9,74,0,0.653,0.56,2.5,0.8,1.9,1.4,0,2,1
"509",12584270,25,33,19,431.052054794521,7.1,0,0.667,0.542,0.718,2.5,0.4,0.6,1,0,2,1
"511",8105615,31,72,16.8,377.355191256831,5.3,18,0.282,0.539,0.722,1.9,1.1,0.2,0.7,0,2,4
"512",7630000,26,82,27,619.794520547945,7.9,17,0.353,0.457,0.745,1.7,1,0.2,1.1,0,2,3
"513",11747890,32,76,30.4,389.164383561644,12,69,0.406,0.482,0.919,1.4,1.1,0.2,1.1,0,2,5
"514",7843500,25,55,17.8,183.558904109589,5.6,16,0,0.596,0.667,1.9,0.3,0.2,1,0,2,1
"515",5562360,21,48,25.7,2132.16712328767,15.5,35,0.324,0.477,0.74,1.9,0.8,0.4,3.1,0,2,3
"520",26153057,27,73,36.6,2057.39178082192,26.9,73,0.361,0.501,0.916,1.6,1.1,0.4,2.8,1,2,3
"522",1100000,23,44,10.8,132.383561643836,4.1,2,0.324,0.538,0.696,0.8,0.3,0,0.4,0,2,5
"524",815615,25,63,14.9,447.879452054795,5.3,3,0.31,0.617,0.753,2.5,0.5,0.8,0.9,0,2,1
"525",20559599,29,21,32,622.772602739726,15.3,21,0.324,0.455,0.931,1.4,0.6,0.5,1.2,0,2,4
"526",10000000,30,70,25.6,829.34794520548,8.6,60,0.363,0.419,0.769,1.7,0.9,1.1,1.1,1,2,5
"527",2300000,30,73,21.4,133.346994535519,5.7,25,0.345,0.541,0.596,1.5,0.5,0.4,0.5,0,2,4
"528",4992385,22,14,16.8,617.772602739726,8.1,0,0.278,0.536,0.806,1.4,0.6,0.2,1.4,0,2,3
"529",77250,24,23,17.5,76.0849315068493,6.6,3,0.259,0.577,0.806,1,0.3,0.3,0.5,0,2,5
"530",2422560,23,78,29.6,967.917808219178,14.6,73,0.393,0.501,0.86,2.1,0.7,0.3,1.9,0,2,2
"531",2100000,27,82,23.7,216.572602739726,7.8,3,0.411,0.535,0.866,2,0.3,0.2,0.7,0,2,4
"532",7464912,29,19,7.4,115.748633879781,2.8,1,0.348,0.583,0.667,1.2,0.4,0.2,0.8,0,2,2
"533",10000000,30,69,29.2,365.631147540984,12.4,64,0.468,0.508,0.882,1.8,1.3,0.2,1.2,0,2,3
"534",77250,24,14,6.8,129.647540983607,1.1,0,0,0.385,0.857,0.5,0.1,0,0.3,0,2,5
"535",1312611,25,70,23.5,399.150684931507,7.9,21,0.346,0.496,0.655,2.3,0.8,0.4,1.1,0,2,5
"536",2328652,37,73,13.7,25.155737704918,6.8,0,0.375,0.576,0.759,1.6,0.6,1,1.1,0,2,1
"537",1312611,25,77,14.1,390.871232876712,5.9,10,0.373,0.588,0.816,1.2,0.3,0.4,0.5,0,2,2
"539",4609200,20,73,27.8,1500.11232876712,11.6,60,0.307,0.436,0.723,2.2,1,0.3,2.4,0,2,3
"542",1505942,29,58,12.5,405.344262295082,1.7,4,0.358,0.396,0.4,1.4,0.6,0.2,0.3,0,2,5
"543",1312611,21,81,21.5,711.027397260274,8.1,48,0.265,0.454,0.709,1.9,1.2,0.4,1.7,0,2,3
"544",1645200,25,69,20.8,248.158904109589,8,4,0.366,0.52,0.829,1.2,1,0.5,1.1,0,2,3
"545",27739975,28,80,33.9,1908.07945205479,23,80,0.31,0.494,0.825,1.9,1.1,0.3,2.2,1,2,5
"546",18063850,27,48,36.2,3412.39178082192,25.2,48,0.354,0.53,0.746,3.8,1.6,1.6,5,0,2,1
"547",14800000,31,73,29.9,467.808219178082,13.5,73,0.371,0.457,0.764,2.3,0.8,0.4,1.4,0,2,2
"548",319266,23,15,5.3,205.060109289617,1.1,0,0.143,0.545,0.5,0.5,0.3,0.1,0.7,0,2,3
"549",15500000,24,67,31,1023.78904109589,19.4,67,0.29,0.48,0.849,2.2,1.1,0.1,2.7,0,2,3
"550",3218280,20,69,29.7,1343.45479452055,15.2,69,0.313,0.435,0.694,2.2,1,0.3,2.8,0,2,3
"551",2186400,24,77,27.2,402.134246575342,10.2,37,0.386,0.45,0.745,2.4,0.8,0.1,1.3,0,2,5
"552",12000000,26,77,28,437.695890410959,12.3,77,0.222,0.596,0.651,2.1,0.7,1.1,1.1,0,2,1
"553",462875,20,20,12.3,650.13698630137,3.1,8,0.167,0.514,0.667,1.2,0.2,0.7,0.4,0,2,4
"554",2533488,29,25,16.8,5139.1397260274,8.4,7,0.233,0.474,0.87,0.6,0.3,0.2,1.4,0,2,3
"555",77250,22,16,9.2,169.331506849315,1.8,0,0.412,0.125,1,0.4,0.4,0.2,0.1,0,2,3
"556",1404600,23,17,8.2,214.397260273973,3.2,0,0.615,0.4,0.7,0.5,0.2,0.2,0.4,0,2,3
"557",2319360,21,54,34.5,3482.12328767123,24.9,54,0.383,0.46,0.878,3.1,0.9,0.3,3.6,0,2,5
"558",4402546,34,71,18.9,313.945355191257,8.4,1,0.348,0.476,0.835,2.2,0.7,0.2,1.1,0,2,3
"560",6900000,28,62,24.9,424.906849315068,10,46,0.355,0.595,0.779,2.6,0.6,0.8,1.4,0,2,1
