"Year","Month","Day_of_Week","Hour","Division","Location","Brand","Type","Speed","Colour","Cost","Status","Total_theft"
2024,5,4,6,51,5,2,4,7,1,1000,1,52
2024,5,4,19,51,1,2,5,20,6,1200,1,52
2024,5,4,20,52,2,2,2,30,1,3000,1,52
2024,5,3,19,32,1,2,5,7,7,600,1,50
2024,5,4,23,11,1,1,1,16,2,850,1,52
2024,5,1,21,33,1,2,2,1,4,2500,1,43
2024,5,3,16,41,1,2,5,1,7,2400,1,50
2024,5,5,9,12,1,2,1,15,1,700,1,34
2024,5,4,14,52,2,2,5,1,1,3000,1,52
2024,5,6,4,55,1,2,5,18,1,600,1,39
2024,5,5,10,11,1,2,5,11,7,1300,1,34
2024,5,4,15,53,1,2,2,1,2,8000,1,52
2024,5,7,20,52,5,2,2,30,6,2500,1,41
2024,5,7,15,43,2,1,4,1,2,200,1,41
2024,5,7,16,11,5,2,3,25,7,360,1,41
2024,5,6,16,22,1,2,5,7,7,1900,1,39
2024,5,6,19,14,3,2,1,7,6,500,1,39
2024,5,3,17,14,1,2,5,21,1,1000,1,50
2024,5,1,12,14,4,2,4,9,2,600,1,43
2024,5,7,14,52,3,2,5,25,1,1150,1,41
2024,5,3,17,14,1,2,5,21,1,800,1,50
2024,5,1,12,41,2,1,5,14,2,400,1,43
2024,5,5,6,43,3,2,4,20,2,350,1,34
2024,5,5,8,52,5,2,5,7,2,1017,1,34
2024,5,5,16,51,1,2,1,1,1,700,1,34
2024,5,1,19,41,1,1,4,10,4,1800,1,43
2024,5,2,20,53,2,2,4,15,4,50,1,47
2024,5,7,11,55,2,2,4,15,1,400,1,41
2024,5,2,8,13,4,2,5,30,5,621.5,1,47
2024,5,1,15,53,2,1,4,21,7,250,1,43
2024,5,6,3,52,1,2,5,25,1,700,1,39
2024,5,1,19,41,1,1,5,10,7,900,1,43
2024,5,3,8,52,3,2,1,30,8,1493.85,1,50
2024,5,2,20,52,4,2,4,10,1,180,1,47
2024,5,3,18,53,2,2,5,1,1,400,1,50
2024,5,2,15,55,2,2,1,1,8,1600,1,47
2024,5,2,15,32,1,1,5,18,7,1099,1,47
2024,5,4,14,32,2,2,2,1,1,400,1,52
2024,5,4,14,32,2,2,2,1,1,400,1,52
2024,5,4,17,51,2,2,5,30,1,1200,1,52
2024,5,7,8,51,1,2,4,18,1,1016,1,41
2024,5,4,14,32,2,2,2,1,1,400,1,52
2024,5,2,22,42,1,2,2,40,8,1694,1,47
2024,5,4,20,11,3,2,2,1,7,1300,1,52
2024,6,6,17,41,3,2,2,40,1,1428,1,46
2024,5,5,20,55,5,2,5,24,7,1000,1,34
2024,6,7,21,41,2,2,1,21,7,600,1,31
2024,5,5,15,14,2,2,5,1,8,1500,1,34
2024,5,1,23,55,1,2,5,21,6,1000,1,43
2024,6,1,13,42,2,2,2,6,2,800,1,32
2024,5,7,15,51,1,2,5,1,8,200,1,41
2024,6,1,8,52,3,2,1,22,5,1500,1,32
2024,5,7,15,55,3,2,2,1,5,1700,1,41
2024,6,1,3,55,1,1,4,1,6,1000,1,32
2024,6,7,21,14,2,2,2,25,5,621.49,1,31
2024,5,1,23,55,1,1,4,18,1,500,1,43
2024,5,5,8,22,1,1,1,12,1,1000,1,34
2024,5,7,15,55,3,2,2,1,4,2200,1,41
2024,6,6,4,52,1,1,5,6,7,770,1,46
2024,6,2,18,13,2,2,2,32,1,993.27,1,53
2024,6,2,8,42,1,2,5,21,2,100,1,53
2024,1,3,21,14,1,2,5,21,2,800,1,13
2024,6,2,19,32,2,1,5,21,2,700,1,53
2024,5,1,17,41,1,2,1,7,7,430,1,43
2024,6,3,10,52,5,1,4,8,7,889.68,1,45
2024,6,4,16,23,5,2,4,15,1,212.44,1,34
2024,6,4,12,43,3,1,4,18,1,154,1,34
2024,6,4,12,43,3,1,4,18,1,154,1,34
2024,6,4,10,52,5,2,5,21,2,679.12,1,34
2024,6,5,11,51,2,2,2,35,1,1100,1,22
2024,6,5,14,52,5,2,5,8,7,850,1,22
2024,6,6,14,32,1,2,4,21,8,500,1,46
2024,6,6,14,32,1,2,4,24,8,500,1,46
2024,6,4,2,14,3,2,2,13,7,1800,1,34
2024,6,6,21,55,1,2,5,21,1,1000,1,46
2024,6,6,17,32,3,2,5,30,7,1100,1,46
2024,6,7,18,41,2,2,1,1,1,1000,1,31
2024,5,5,2,33,1,2,4,21,5,764,1,34
2024,6,7,19,33,1,1,4,21,1,559,1,31
2024,6,6,16,14,1,2,4,27,1,1200,1,46
2024,6,6,14,23,1,2,4,1,8,1800,1,46
2024,6,1,11,52,3,2,2,29,1,719.81,1,32
2024,6,2,19,55,2,2,5,6,2,354.99,1,53
2024,6,3,12,11,1,2,4,24,2,1000,1,45
2024,6,6,19,22,2,2,5,18,8,300,1,46
2024,6,1,7,51,1,2,4,24,1,1500,1,32
2024,6,7,9,53,1,2,5,60,6,1600,1,31
2024,6,7,16,14,2,2,5,9,7,900,1,31
2024,6,2,18,52,3,2,5,30,1,700,1,53
2024,6,2,19,43,2,2,4,18,1,300,1,53
2024,6,2,8,14,4,2,4,21,2,650,1,53
2024,6,2,7,52,3,1,5,10,1,800,1,53
2024,6,6,1,33,1,2,4,40,1,999,1,46
2024,5,5,1,11,1,2,5,21,1,500,1,34
2024,6,2,15,14,2,2,5,25,7,1500,1,53
2024,6,3,12,11,1,2,5,1,1,100,1,45
2024,6,2,23,14,1,2,1,8,7,1500,1,53
2024,6,3,18,51,3,1,1,5,7,1000,1,45
2024,5,5,12,22,2,2,1,14,5,800,1,34
2024,6,4,16,52,1,1,4,7,1,650,1,34
2024,6,2,23,14,1,2,1,8,7,1500,1,53
2024,6,3,7,14,5,2,5,9,2,600,1,45
2024,6,2,23,14,1,2,1,8,7,1500,1,53
2024,5,3,1,51,1,1,4,1,1,300,1,50
2024,6,2,22,14,2,2,2,8,1,4000,1,53
2024,6,3,16,33,3,2,5,30,1,450,1,45
2024,6,2,3,14,1,2,1,1,2,1300,1,53
2024,6,3,4,14,1,2,5,9,7,600,1,45
2024,6,2,15,52,2,1,5,20,2,500,1,53
2024,5,2,18,55,5,2,5,24,2,1100,1,47
2024,6,5,12,14,2,2,5,21,5,400,1,22
2024,6,4,23,13,5,2,5,12,1,1000,1,34
2024,6,4,23,13,5,2,5,18,7,1000,1,34
2024,6,3,7,32,3,2,5,1,7,200,1,45
2024,6,6,3,55,1,2,2,25,5,5800,1,46
2024,6,6,19,52,3,2,5,10,4,150,1,46
2024,6,3,13,55,2,2,5,14,1,400,1,45
2024,6,6,19,52,3,2,5,10,4,150,1,46
2024,6,6,14,55,1,2,1,1,1,750,1,46
2024,6,6,7,55,3,2,4,8,1,800,1,46
2024,6,6,18,52,5,2,5,3,7,700,1,46
2024,6,7,13,14,2,2,2,40,1,1600,1,31
2024,6,2,3,55,1,2,1,1,1,140,1,53
2024,6,5,22,53,1,2,5,21,4,300,1,22
2024,6,7,1,51,5,2,5,16,2,849,1,31
2024,5,3,17,22,5,1,1,15,8,550,1,50
2024,5,2,17,14,1,2,1,8,1,899,1,47
2024,6,7,15,55,2,2,4,24,4,599.99,1,31
2024,6,1,4,53,2,2,4,18,5,1000,1,32
2024,6,6,18,52,2,2,2,20,1,2800,1,46
2024,6,1,16,51,2,2,2,50,1,1250,1,32
2024,6,6,13,12,5,2,4,18,1,228,1,46
2024,6,7,15,55,2,2,4,24,4,858.96,1,31
2024,6,6,3,53,1,2,5,8,1,659.99,1,46
2024,6,3,7,22,1,2,5,18,1,246.34,1,45
2024,6,1,18,14,5,2,5,30,1,900,1,32
2024,6,1,13,52,2,2,1,21,7,500,1,32
2024,6,7,20,14,1,2,1,18,1,2500,1,31
2024,6,5,9,11,5,2,4,12,2,5000,1,22
2024,6,4,11,52,2,1,2,4,1,3000,1,34
2024,6,2,17,52,5,2,2,35,1,1300,1,53
2024,6,2,20,51,4,2,2,45,1,1800,1,53
2024,6,2,16,43,2,2,5,25,1,1000,1,53
2024,6,2,13,52,5,2,2,30,1,1500,1,53
2024,6,6,14,14,1,2,5,1,1,300,1,46
2024,6,2,20,32,1,2,5,1,2,850,1,53
2024,6,3,14,14,5,2,2,30,8,900,1,45
2024,6,1,10,14,5,2,4,21,7,140,1,32
2024,6,3,15,14,1,2,5,12,1,500,1,45
2024,6,2,2,14,5,2,5,10,8,400,1,53
2024,6,2,8,42,3,2,4,21,2,800,1,53
2024,6,4,7,13,1,2,1,22,5,2100,1,34
2024,6,2,20,53,1,2,4,11,1,3500,1,53
2023,10,1,12,51,2,2,2,30,1,1200,1,41
2024,6,4,18,14,5,2,5,8,1,949,1,34
2024,6,3,6,12,3,2,5,27,1,500,1,45
2024,6,4,23,22,1,2,5,7,4,550,1,34
2024,5,7,14,11,2,1,1,1,1,500,1,41
2024,6,1,21,52,3,2,1,9,1,500,1,32
2024,6,5,22,41,3,2,5,49,1,1200,1,22
2024,6,6,10,32,3,2,4,26,2,1000,1,46
2024,6,2,18,13,2,2,5,1,7,50,1,53
2024,6,4,18,52,2,1,4,21,7,300,1,34
2024,6,5,22,41,3,2,5,50,1,1000,1,22
2024,6,2,20,22,1,2,5,3,8,815.86,1,53
2024,6,5,22,41,3,2,5,49,1,1200,1,22
2024,6,7,16,14,1,2,1,21,7,900,1,31
2024,6,7,11,31,2,1,4,21,5,500,1,31
2024,6,4,22,51,1,2,4,8,8,1000,1,34
2024,6,7,11,14,1,2,5,18,5,1437.5,1,31
2024,6,3,10,43,1,2,2,51,7,2000,1,45
2024,6,1,15,22,3,2,4,20,8,1500,1,32
2024,6,6,8,11,1,2,1,24,5,999.99,1,46
2024,6,7,10,14,1,2,5,24,5,650,1,31
2024,6,5,21,51,3,2,2,35,1,1399.99,1,22
2024,6,1,8,52,3,2,4,24,2,1000,1,32
2024,6,2,1,11,1,2,4,12,7,3000,1,53
2024,6,2,17,52,5,2,5,10,7,500,1,53
2024,6,1,16,52,2,2,1,8,2,1300,1,32
2024,6,2,20,14,2,1,5,18,1,1750,1,53
2024,6,4,2,43,1,2,1,18,8,500,1,34
2024,6,2,6,43,3,1,1,24,3,1000,1,53
2024,6,1,22,53,5,2,5,1,1,400,1,32
2024,5,3,5,41,3,2,4,8,8,2000,1,50
2024,6,2,14,32,3,2,5,32,1,757,1,53
2024,6,2,2,52,3,2,1,20,1,700,1,53
2024,6,1,22,22,1,2,4,18,1,2000,1,32
2024,6,3,11,22,3,2,5,30,1,1000,1,45
2024,6,2,10,32,2,1,5,8,7,1189,1,53
2024,6,3,8,14,5,2,5,1,5,500,1,45
2024,6,5,7,31,2,2,4,18,5,150,1,22
2024,6,3,9,32,2,1,1,27,1,500,1,45
2024,6,3,15,14,1,2,1,10,1,2750,1,45
2024,6,3,19,12,1,2,4,12,1,200,2,45
2024,6,3,10,32,1,1,4,8,4,600,1,45
2024,6,4,8,33,1,2,1,24,7,1000,1,34
2024,6,2,12,22,1,2,4,21,4,350,1,53
2024,6,4,10,11,2,2,4,7,6,250,1,34
2024,6,3,12,14,1,2,4,1,1,250,1,45
2024,6,3,12,41,1,2,4,10,1,700,1,45
2024,6,3,19,22,2,2,5,8,1,800,1,45
2024,6,5,23,14,2,2,5,1,1,200,1,22
2024,6,5,8,55,1,1,5,27,7,3500,1,22
2024,6,3,18,14,1,2,5,8,1,1199,1,45
2024,6,6,12,52,2,2,2,22,1,900,1,46
2024,6,6,15,11,2,2,5,45,1,2000,1,46
2024,6,6,19,52,2,2,2,7,7,1300,1,46
2024,6,4,22,51,1,2,5,6,1,600,1,34
2024,6,6,12,52,2,2,2,22,1,900,1,46
2024,6,7,15,53,2,2,4,21,1,600,1,31
2024,6,7,15,55,2,2,5,7,7,100,1,31
2024,6,5,13,11,1,2,5,3,4,800,1,22
2024,6,7,10,51,1,2,5,24,2,500,1,31
2024,6,7,18,43,1,1,1,26,7,950,1,31
2024,6,7,4,14,3,2,2,40,1,4000,1,31
2024,6,6,21,11,3,2,4,7,8,2000,1,46
2024,6,7,12,51,2,2,5,30,1,1500,1,31
2024,6,3,20,51,2,2,5,20,1,1000,1,45
