"Year","Month","Day_of_Week","Hour","Division","Location","Brand","Type","Speed","Colour","Cost","Status","Total_theft"
2022,1,7,16,41,1,1,4,11,2,2500,1,8
2022,1,3,18,13,1,2,4,12,5,2000,1,8
2022,1,6,13,14,1,2,1,1,1,350,1,9
2022,1,5,19,13,1,2,2,6,7,1500,1,14
2022,1,5,18,33,5,2,4,3,2,150,1,14
2022,1,6,16,51,1,1,4,30,7,450,1,9
2022,1,1,13,52,1,2,5,3,4,1200,1,4
2022,1,1,4,51,1,1,5,20,1,1439,1,4
2022,1,3,21,52,2,2,2,1,1,2000,1,8
2022,1,3,4,53,2,1,5,7,6,2900,3,8
2022,1,1,16,52,1,2,2,30,5,2846.47,1,4
2022,1,4,18,13,3,2,4,14,7,800,1,4
2022,1,5,13,14,5,2,5,21,1,650,1,14
2022,1,4,18,14,1,2,4,21,7,619.99,1,4
2022,1,6,16,51,3,2,1,3,1,1200,1,9
2022,1,5,22,51,1,2,5,11,5,4999,1,14
2022,1,1,10,52,1,2,2,7,5,2000,1,4
2022,1,3,20,51,3,2,4,20,2,250,1,8
2022,1,7,18,14,1,2,1,11,7,1500,1,8
2022,1,4,12,14,1,2,5,7,7,600,1,4
2022,1,7,13,52,1,2,2,21,8,1000,1,8
2022,1,3,16,12,1,2,1,21,3,350,1,8
2022,1,7,1,14,1,2,4,10,7,1200,1,8
2022,1,5,16,53,3,2,5,1,8,109.99,1,14
2022,1,2,3,52,1,2,1,10,7,500,1,2
2022,1,4,18,13,3,2,4,24,7,800,1,4
2022,1,5,15,51,2,2,5,1,1,2000,1,14
2022,1,3,15,22,1,2,1,20,7,2000,1,8
2022,1,5,22,51,2,2,2,1,1,1900,1,14
2022,1,5,15,51,2,2,2,7,1,2200,1,14
2022,1,5,16,55,2,2,1,18,8,2000,1,14
2022,1,5,19,51,1,2,1,12,8,2500,1,14
2022,1,7,14,52,1,2,4,24,1,700,1,8
2022,1,5,19,51,1,2,1,12,8,2500,1,14
2022,1,5,19,51,1,2,1,12,8,2500,1,14
2022,1,7,14,52,1,2,4,24,1,700,1,8
2022,2,2,16,22,5,2,1,1,3,400,3,19
2022,2,3,7,52,3,2,4,24,2,800,1,10
2022,2,2,22,52,2,2,2,32,7,2254.33,1,19
2022,2,5,11,55,5,2,2,1,7,5500,1,10
2022,2,5,18,41,1,2,5,18,8,1000,1,10
2022,2,5,11,55,5,2,2,30,2,5500,1,10
2022,2,3,18,52,2,2,4,22,2,200,1,10
2022,2,2,19,14,1,1,5,21,4,550,1,19
2022,2,2,19,14,2,1,5,9,1,868.97,1,19
2022,2,4,21,32,2,2,4,27,5,1200,1,5
2022,2,5,17,13,1,1,5,21,8,550,1,10
2022,2,5,19,53,2,2,4,27,8,1200,1,10
2022,2,1,18,55,5,2,2,1,1,5000,1,7
2022,2,4,11,51,1,2,5,22,8,1500,1,5
2022,2,7,18,51,5,2,2,48,4,3500,1,3
2022,2,1,13,52,4,2,5,20,1,700,1,7
2022,1,7,15,14,2,2,2,10,2,3300,1,8
2022,2,2,12,11,1,2,5,18,7,1200,1,19
2022,2,2,12,11,1,2,5,18,7,1200,1,19
2022,2,2,13,51,5,1,1,21,1,2000,1,19
2022,2,3,1,52,2,2,2,10,1,4300,1,10
2022,2,4,11,53,1,2,5,8,2,1500,1,5
2022,2,5,19,52,2,2,5,40,7,2500,1,10
2022,2,5,5,14,1,2,5,24,7,650,1,10
2022,2,1,9,51,2,1,1,12,1,1200,1,7
2022,2,5,20,31,1,2,4,18,8,500,1,10
2022,2,6,15,14,5,1,5,21,1,1200,1,5
2022,2,6,10,51,1,2,5,18,2,300,1,5
2022,2,6,18,52,2,2,2,1,1,1500,1,5
2022,2,1,9,51,2,2,1,50,1,1100,1,7
2022,1,6,12,51,1,2,4,40,7,400,1,9
2022,3,2,19,11,3,1,2,16,1,5500,1,24
2022,3,2,22,55,1,1,4,8,7,800,1,24
2022,3,4,5,52,1,2,4,27,6,800,1,21
2022,3,4,16,32,1,2,4,5,8,1000,1,21
2022,3,4,8,32,2,2,5,10,2,200,1,21
2022,3,5,12,52,2,2,2,1,1,2300,1,22
2022,3,5,17,51,2,2,2,1,7,30001,1,22
2022,3,5,12,52,2,2,2,40,1,2300,1,22
2022,3,3,17,33,1,2,5,20,4,300,1,13
2022,3,5,17,51,2,2,2,6,7,3000,1,22
2022,3,5,17,14,2,2,5,15,2,270,1,22
2022,3,6,4,55,5,2,1,10,7,300,1,10
2022,3,7,14,52,2,1,4,21,5,1500,1,20
2022,3,7,12,52,3,1,4,21,7,2000,1,20
2022,3,5,21,31,2,2,2,1,1,4000,1,22
2022,3,1,13,14,3,2,2,35,1,2500,1,15
2022,3,6,14,53,1,1,4,24,1,900,1,10
2022,3,2,17,55,5,1,4,3,2,700,1,24
2022,3,2,20,51,1,2,5,10,1,3000,1,24
2022,3,2,18,41,2,1,4,24,7,900,1,24
2022,3,3,12,55,5,1,5,12,2,100,1,13
2022,3,3,4,51,5,2,3,10,1,1500,1,13
2022,3,2,21,51,1,1,1,21,1,1800,1,24
2022,3,3,21,51,5,2,5,6,5,1400,1,13
2022,3,6,14,53,1,2,5,7,7,700,1,10
2022,3,4,15,32,1,1,4,21,1,360,1,21
2022,3,4,10,14,1,1,4,12,3,1500,1,21
2022,3,6,14,53,1,2,4,12,3,600,1,10
2022,3,2,17,53,1,2,1,7,7,1200,1,24
2022,3,2,16,52,5,1,5,16,5,739,1,24
2022,3,2,16,52,5,1,5,16,8,700,1,24
2022,3,3,3,55,1,2,5,6,1,500,1,13
2022,3,3,20,53,1,2,5,20,1,1200,1,13
2022,3,7,15,53,2,2,2,1,1,2500,1,20
2022,3,4,17,52,1,1,4,16,7,1000,1,21
2022,3,4,17,52,1,1,4,16,7,1000,1,21
2022,3,1,14,52,3,2,2,30,1,2000,1,15
2022,3,2,18,53,2,2,1,21,5,100,1,24
2022,3,1,19,14,1,2,4,21,5,1200,1,15
2022,3,7,11,55,5,1,4,10,8,300,1,20
2022,3,7,11,55,5,1,4,10,8,300,1,20
2022,3,3,2,22,1,2,5,27,7,1800,1,13
2022,3,3,17,22,2,2,4,21,1,629.99,1,13
2022,3,1,15,51,5,2,5,1,1,2000,1,15
2022,1,6,12,14,1,2,5,1,2,500,1,9
2022,3,5,14,52,2,2,2,50,7,2500,1,22
2022,3,4,14,11,1,2,1,7,1,800,1,21
2022,3,6,8,14,3,2,2,1,1,2000,1,10
2022,3,1,14,43,3,2,1,1,2,180,1,15
2022,3,6,16,55,1,1,4,10,8,1000,1,10
2022,3,5,14,52,2,2,2,5,1,25000,1,22
2022,3,7,17,52,1,1,4,21,4,703,1,20
2022,3,7,17,52,1,1,4,21,4,706.8,1,20
2022,3,5,12,14,1,2,5,18,5,130,1,22
2022,3,7,17,51,2,2,2,32,2,1699,1,20
2022,3,5,12,14,1,2,5,1,1,500,1,22
2022,3,1,18,52,2,2,2,1,1,3500,1,15
2022,3,2,12,32,1,1,1,22,1,6500,1,24
2022,3,2,12,32,1,2,3,2,2,1600,1,24
2022,3,2,19,52,1,2,2,1,1,1100,1,24
2022,3,1,19,11,1,2,4,24,2,600,1,15
2022,3,2,18,51,2,2,5,18,1,500,1,24
2022,3,3,10,52,2,2,2,6,7,3500,1,13
2022,3,2,10,52,1,2,1,3,1,800,1,24
2022,3,4,19,32,1,2,4,10,7,950,1,21
2022,3,7,8,22,1,2,3,6,1,50,1,20
2022,3,6,18,14,1,1,5,10,1,1500,1,10
2022,3,5,14,32,1,2,4,21,7,1000,1,22
2022,3,4,11,52,3,1,5,20,4,1500,1,21
2022,3,4,18,52,2,1,2,1,1,2000,1,21
2022,3,5,20,13,2,2,2,6,7,2000,1,22
2022,3,2,18,52,1,2,2,1,1,5540,1,24
2022,3,1,1,55,2,2,2,1,1,3500,1,15
2022,3,5,8,52,4,2,1,27,1,1500,1,22
2022,3,5,14,51,1,1,5,1,4,800,1,22
2022,3,7,8,52,1,2,5,1,7,750,1,20
2022,3,6,19,14,2,2,5,12,3,200,1,10
2022,3,7,20,41,3,2,4,12,6,700,1,20
2022,3,7,10,52,2,2,4,21,5,200,1,20
2022,3,1,18,52,1,2,5,3,1,800,1,15
2022,3,5,15,55,5,2,5,21,1,500,1,22
2022,3,7,22,55,1,2,4,21,8,2000,1,20
2022,3,5,15,55,5,2,5,1,1,300,1,22
2022,3,5,19,55,2,2,2,1,1,1800,1,22
2022,3,2,11,32,1,2,2,30,1,2000,1,24
2022,3,4,12,14,1,2,1,10,5,150,1,21
2022,3,3,2,53,1,2,4,20,7,1500,1,13
2022,2,2,12,51,3,2,1,22,8,352,1,19
2022,3,4,15,51,3,2,1,20,2,600,1,21
2022,3,4,11,53,2,2,5,5,4,225,1,21
2022,3,4,18,14,2,2,5,25,7,900,1,21
2022,4,5,18,22,2,2,4,36,5,2300,1,32
2022,4,6,14,53,3,2,5,16,7,100,1,36
2022,4,6,22,51,1,2,5,36,1,2000,1,36
2022,4,5,9,51,2,1,5,21,1,474.49,1,32
2022,4,6,18,13,5,2,5,21,8,350,1,36
2022,3,3,21,11,2,2,5,12,1,775,1,13
2022,4,1,16,22,3,2,1,1,7,459,1,11
2022,4,6,13,14,1,2,5,14,1,2000,1,36
2022,4,7,18,32,2,2,1,10,4,1200,1,36
2022,4,7,15,32,1,2,4,7,1,380,1,36
2022,4,2,10,14,4,2,1,1,8,1000,1,22
2022,4,7,15,32,1,2,1,7,1,379,1,36
2022,4,7,16,55,1,2,5,8,7,1000,1,36
2022,4,1,20,32,5,2,5,13,7,914.12,1,11
2022,4,3,9,51,2,2,5,21,7,500,1,24
2022,4,3,17,52,2,1,1,8,4,1000,1,24
2022,4,5,16,41,1,2,5,1,7,1366.17,1,32
2022,4,4,19,14,1,2,4,18,1,200,1,25
2022,4,4,9,32,1,2,4,9,7,1200,1,25
2022,4,5,7,55,1,2,4,21,1,450,1,32
2022,4,4,19,14,1,2,4,18,4,200,1,25
2022,4,5,14,14,3,2,5,1,7,598,1,32
2022,4,3,15,32,2,2,5,19,1,729,1,24
2022,4,5,18,52,2,2,5,20,7,350,1,32
2022,4,6,13,13,5,2,2,27,7,1807.99,1,36
2022,4,7,8,51,1,2,4,21,1,599.99,1,36
2022,4,6,9,51,1,2,4,7,1,750,1,36
2022,4,6,22,13,5,2,5,40,1,800,1,36
2022,4,7,14,52,1,2,2,32,1,2299,1,36
2022,3,7,22,51,1,1,1,12,7,1056,1,20
2022,4,1,20,52,1,2,5,10,1,1200,1,11
2022,4,1,16,53,3,2,1,10,7,800,1,11
2022,4,1,16,52,1,2,4,21,4,2000,1,11
2022,4,6,12,51,1,2,5,1,1,350,1,36
2022,4,2,19,52,3,1,5,16,7,700,1,22
2022,4,1,23,14,2,2,1,5,4,600,1,11
2022,4,2,17,51,1,1,4,21,1,279,1,22
2022,4,7,19,14,1,2,5,21,5,2000,1,36
2022,4,2,17,51,2,2,5,8,1,300,1,22
2022,3,7,22,31,1,1,1,21,7,560,1,20
2022,4,1,22,22,2,2,5,20,5,500,1,11
2022,4,4,16,51,2,2,5,1,7,400,1,25
2022,3,5,16,22,1,2,1,10,8,800,1,22
2022,4,7,17,33,2,2,4,1,2,500,1,36
2022,2,2,13,51,1,2,5,7,4,700,1,19
2022,4,5,22,11,4,2,4,10,1,500,1,32
2022,4,5,18,51,1,2,5,18,7,600,1,32
2022,4,6,14,52,2,2,4,25,7,700,1,36
2022,4,6,12,11,5,2,4,7,6,1100,1,36
2022,4,6,7,55,1,2,3,1,7,200,1,36
2022,4,5,18,51,1,2,5,18,7,600,1,32
2022,4,3,23,22,1,2,1,24,7,1000,1,24
2022,4,6,17,52,3,2,4,9,5,525,1,36
2022,4,6,15,51,2,1,5,6,1,300,1,36
2022,4,5,13,52,2,2,1,20,1,2000,1,32
2022,4,7,2,11,5,2,5,10,7,1000,1,36
2022,4,7,4,43,1,2,1,10,1,1600,1,36
2022,4,6,17,55,2,1,4,21,7,239.99,1,36
2022,4,1,21,14,2,2,5,8,6,100,1,11
2022,4,2,16,55,1,2,5,25,7,500,1,22
2022,4,7,21,14,1,2,2,1,7,2000,1,36
2022,4,2,1,13,1,2,5,8,8,1500,1,22
2022,4,5,10,13,1,1,5,21,7,1500,1,32
2022,4,2,23,14,2,1,5,16,7,700,1,22
2022,4,7,13,14,2,2,5,1,1,621.49,1,36
2022,4,3,14,53,5,2,5,24,7,800,1,24
2022,4,6,23,51,4,1,4,15,1,270,1,36
2022,4,2,15,41,3,2,4,20,8,600,1,22
2022,4,7,19,32,5,2,5,9,1,793.26,1,36
2022,4,5,10,22,1,2,5,8,1,750,1,32
2022,4,3,12,14,3,2,5,21,1,400,1,24
2022,4,4,9,53,3,2,5,30,1,300,1,25
2022,4,4,18,51,5,2,1,8,1,2000,1,25
2022,4,7,20,14,1,2,2,32,7,2000,1,36
2022,4,4,19,14,2,2,5,1,1,1350,1,25
2022,4,4,23,14,3,2,5,1,1,200,1,25
2022,4,7,19,52,1,1,4,24,7,900,1,36
2022,4,4,23,14,3,2,5,1,8,200,1,25
2022,4,4,15,22,1,2,1,27,1,4000,1,25
2022,4,4,15,22,1,2,5,27,1,4000,1,25
2022,4,4,19,55,2,2,4,21,2,250,1,25
2022,4,4,20,52,3,2,1,21,2,250,1,25
2022,4,5,9,14,4,2,5,21,5,500,1,32
2022,4,5,18,13,1,2,5,16,7,800,1,32
2022,4,4,2,22,2,2,5,18,1,600,1,25
2022,4,6,12,52,3,2,4,27,2,1000,1,36
2022,4,5,16,51,3,2,5,1,1,700,1,32
2022,4,7,16,33,1,1,4,24,1,1500,1,36
2022,4,6,11,52,2,2,5,21,7,600,1,36
2022,4,6,18,52,3,2,5,1,1,1100,1,36
2022,4,3,15,51,1,2,5,6,5,500,1,24
2022,4,7,12,43,3,1,1,7,4,825,1,36
2022,4,7,16,52,3,2,5,1,5,800,1,36
2022,4,6,20,11,3,2,4,3,1,1000,1,36
2022,4,6,19,53,2,2,4,15,7,50,1,36
2022,4,3,9,22,2,1,4,24,2,500,1,24
2022,4,7,20,55,3,2,5,16,8,1500,1,36
2022,4,7,20,55,3,2,5,16,1,1500,1,36
2022,4,7,20,55,3,2,5,16,1,1500,1,36
2022,4,7,19,11,1,2,5,8,1,749,1,36
2022,4,3,9,22,2,2,4,24,7,800,1,24
2022,4,6,6,55,5,2,4,21,2,1000,1,36
2022,4,5,22,43,1,2,4,7,2,250,1,32
2022,4,1,11,14,1,1,1,6,7,700,1,11
2022,4,5,8,52,2,2,4,10,1,1500,1,32
2022,4,5,20,53,2,2,5,12,2,500,1,32
2022,4,3,20,52,5,2,2,25,1,1300,1,24
2022,4,6,12,14,5,2,5,50,5,300,1,36
2022,4,3,14,33,1,1,5,21,2,300,1,24
2022,4,3,15,14,1,2,5,1,1,400,1,24
2022,4,2,22,33,1,2,5,8,1,2085.75,1,22
2022,4,7,13,23,1,2,5,21,5,500,1,36
2022,4,4,19,14,2,2,5,9,1,2000,1,25
2022,4,7,17,14,2,2,5,21,4,160,1,36
2022,4,4,19,14,2,2,5,9,1,2000,1,25
2022,4,4,12,52,2,2,4,21,7,620,1,25
2022,4,2,13,41,1,2,5,40,7,1500,1,22
2022,4,2,22,53,1,2,5,8,8,3000,1,22
2022,4,7,4,22,1,1,4,11,2,3000,1,36
2022,4,4,19,52,2,2,5,1,1,500,1,25
2022,4,3,16,52,2,2,2,1,1,2200,1,24
2022,4,5,12,52,5,2,1,10,4,100,1,32
2022,4,6,11,52,3,2,5,18,1,1417,1,36
2022,4,6,12,11,3,2,5,30,2,500,1,36
2022,4,5,12,51,1,2,1,24,7,1000,1,32
2022,4,6,23,14,2,2,2,7,7,1600,1,36
2022,4,5,6,43,1,2,5,1,8,150,1,32
2022,5,7,14,51,3,2,5,30,8,1400,1,59
2022,5,7,16,53,1,2,5,21,1,800,1,59
2022,5,7,18,52,1,1,4,21,7,650,1,59
2022,4,5,12,51,1,2,1,24,7,1000,1,32
2022,5,7,18,11,5,2,4,21,8,300,1,59
2022,4,6,18,14,1,2,1,21,7,189,1,36
2022,5,1,17,52,1,2,5,60,2,800,1,62
2022,5,1,21,51,2,2,4,21,1,1000,1,62
2022,5,1,20,52,3,2,5,3,8,1200,1,62
2022,4,4,6,14,3,2,1,3,2,1200,1,25
2022,5,2,5,13,5,2,1,1,2,700,1,64
2022,5,2,13,52,2,2,1,7,5,1068,1,64
2022,5,2,13,52,2,2,1,7,5,1048,1,64
2022,5,2,14,52,2,2,1,10,1,750,1,64
2022,4,5,14,52,1,2,1,3,2,700,1,32
2022,4,3,20,51,1,2,1,30,7,2000,1,24
2022,5,7,18,51,2,2,2,1,5,5500,1,59
2022,5,2,6,52,2,1,4,18,1,700,1,64
2022,5,3,16,51,3,2,5,35,7,1000,1,47
2022,5,2,19,22,2,2,3,21,2,500,1,64
2022,5,3,22,52,3,1,4,15,1,175,1,47
2022,5,3,20,55,3,2,5,21,7,400,1,47
2022,5,3,18,55,3,2,5,21,5,1000,1,47
2022,4,7,14,43,1,2,4,6,1,270,1,36
2022,4,4,19,22,1,1,4,18,2,1000,1,25
2022,5,3,16,41,3,2,4,21,1,620,1,47
2022,5,7,12,12,1,2,2,32,5,4000,1,59
2022,5,4,17,51,2,2,2,1,1,950,1,39
2022,5,4,18,52,2,2,5,16,1,1300,1,39
2022,5,2,16,51,1,2,2,12,1,3699,1,64
2022,5,2,16,51,1,2,2,12,7,3699,1,64
2022,5,4,2,52,2,1,5,5,6,600,1,39
2022,5,4,9,43,3,2,5,1,1,1400,1,39
2022,5,3,16,41,3,2,4,21,1,629.99,1,47
2022,5,3,8,53,3,2,5,1,1,900,1,47
2022,5,4,17,55,2,2,4,27,1,800,1,39
2022,5,2,3,52,5,2,4,6,1,167,1,64
2022,5,5,9,22,2,2,2,1,2,3000,1,46
2022,5,1,7,14,2,2,5,5,7,550,1,62
2022,5,4,11,32,2,2,4,18,4,500,1,39
2022,5,6,6,55,1,2,2,1,7,500,1,29
2022,5,5,20,53,1,2,4,12,1,3099.99,1,46
2022,5,6,19,22,2,1,1,21,1,1000,1,29
2022,5,5,18,14,2,2,5,7,8,1299,1,46
2022,5,7,12,11,3,2,5,10,2,1500,1,59
2022,5,5,18,14,2,2,5,14,8,1695,1,46
2022,5,5,18,11,2,2,5,1,1,565,1,46
2022,4,7,20,55,5,1,4,24,2,1500,1,36
2022,4,7,12,13,1,2,5,27,7,1000,1,36
2022,5,1,2,13,1,2,2,1,1,3000,1,62
2022,5,1,4,55,2,2,1,1,1,1600,1,62
2022,5,6,20,51,1,2,5,60,2,250,1,29
2022,5,1,13,14,1,2,5,1,1,400,1,62
2022,5,2,11,52,3,2,5,16,5,1500,1,64
2022,5,1,8,52,2,2,5,1,5,250,1,62
2022,5,5,7,32,2,2,4,21,1,450,1,46
2022,5,1,8,55,3,2,1,5,8,500,1,62
2022,5,1,19,32,5,2,4,21,1,599,1,62
2022,5,1,1,43,1,2,4,7,8,500,1,62
2022,5,3,21,52,1,2,5,1,2,400,1,47
2022,5,1,20,13,4,2,4,18,1,450,1,62
2022,5,1,20,13,1,2,1,16,5,500,1,62
2022,4,5,2,14,2,2,5,1,6,250,1,32
2022,5,7,18,43,1,2,5,8,1,1500,1,59
2022,5,1,4,55,5,1,4,40,1,1700,1,62
2022,5,1,4,55,5,1,4,40,2,1800,1,62
2022,5,7,17,51,2,2,1,1,7,1350,1,59
2022,5,1,4,55,5,1,1,50,1,2000,1,62
2022,5,1,22,14,3,2,1,30,1,100,1,62
2022,5,2,10,52,3,2,4,21,7,400,1,64
2022,5,2,20,13,2,2,5,27,5,750,1,64
2022,5,3,16,52,2,2,4,21,2,400,1,47
2022,5,3,19,51,2,2,2,1,7,1000,1,47
2022,5,3,8,43,3,2,4,21,1,539,1,47
2022,5,3,2,11,2,2,5,1,1,900,1,47
2022,5,3,22,14,2,2,5,11,1,4999,1,47
2022,5,2,22,14,1,1,5,18,1,750,1,64
2022,5,3,17,31,2,2,4,10,7,180,1,47
2022,5,3,3,14,1,2,2,30,1,2199,1,47
2022,5,4,2,13,1,1,2,3,8,1400,1,39
2022,5,3,3,52,3,2,2,20,8,1200,1,47
2022,5,4,13,41,2,2,4,21,2,300,1,39
2022,5,3,18,14,2,2,1,1,5,600,1,47
2022,5,1,13,52,2,2,4,25,1,735,1,62
2022,5,3,19,52,2,1,5,7,1,500,1,47
2022,5,4,17,53,2,2,5,7,2,400,1,39
2022,5,2,19,52,3,2,4,21,7,300,1,64
2022,5,6,18,11,1,2,5,1,1,700,1,29
2022,5,5,20,41,1,2,1,16,1,350,1,46
2022,5,4,20,52,2,2,4,21,1,450,1,39
2022,5,2,19,43,4,1,4,21,7,500,1,64
2022,5,5,8,52,2,2,5,21,6,800,1,46
2022,5,4,22,31,4,2,5,15,4,300,1,39
2022,5,2,19,43,4,1,4,21,8,500,1,64
2022,5,2,19,43,4,1,4,21,8,500,1,64
2022,5,4,21,11,1,2,5,3,1,250,1,39
2022,5,2,19,43,4,1,4,21,7,500,1,64
2022,5,6,7,51,2,1,4,16,4,1200,1,29
2022,5,4,15,32,2,2,1,1,7,300,1,39
2022,5,6,16,51,3,2,4,7,7,200,1,29
2022,5,4,18,31,1,2,4,21,2,228,1,39
2022,5,6,13,51,2,2,4,18,1,400,1,29
2022,5,2,5,51,2,1,4,28,7,350.19,1,64
2022,5,5,18,51,1,2,5,5,1,1000,1,46
2022,5,6,14,51,2,2,1,24,5,1000,1,29
2022,5,6,14,51,2,2,2,1,8,1000,1,29
2022,5,6,19,11,1,2,1,10,7,904,1,29
2022,5,6,20,13,2,2,2,1,2,800,1,29
2022,5,3,21,43,5,2,4,21,2,452,1,47
2022,5,5,13,51,2,2,2,5,1,3000,1,46
2022,5,7,1,11,1,2,5,10,5,500,1,59
2022,5,6,13,33,1,2,2,7,1,2200,1,29
2022,5,5,23,53,5,2,1,21,2,1468.98,1,46
2022,5,6,16,14,1,1,4,3,7,300,1,29
2022,5,7,7,32,5,2,4,15,7,5200,1,59
2022,5,7,11,14,1,1,4,12,5,1500,1,59
2022,5,5,23,53,5,1,5,10,5,3819,1,46
2022,5,5,23,53,5,1,5,11,7,3200,1,46
2022,5,6,16,55,2,2,5,18,8,200,1,29
2022,5,7,20,32,1,1,4,21,4,319,1,59
2022,5,1,14,52,1,2,2,1,1,1599,1,62
2022,5,7,20,14,3,2,5,32,1,2400,1,59
2022,5,1,18,14,3,2,5,20,1,2400,1,62
2022,5,1,12,51,4,2,5,16,2,2000,1,62
2022,5,1,12,14,3,2,5,3,1,1200,1,62
2022,5,5,15,52,2,2,4,10,1,1400,1,46
2022,5,7,17,53,2,2,4,21,2,200,1,59
2022,5,1,14,52,1,2,2,1,1,1799,1,62
2022,5,7,20,11,1,2,4,12,2,400,1,59
2022,5,7,18,55,1,1,4,21,7,4000,1,59
2022,5,1,11,14,1,2,4,15,2,1000,1,62
2022,5,2,16,32,2,1,4,9,2,2000,1,64
2022,5,2,9,51,1,2,5,5,2,150,1,64
2022,5,7,1,14,1,1,5,20,1,800,1,59
2022,4,5,12,32,5,2,1,1,7,540,1,32
2022,5,2,17,14,1,2,5,6,1,5000,1,64
2022,5,2,16,32,2,2,5,9,1,1000,1,64
2022,5,2,16,23,2,2,1,10,8,200,1,64
2022,5,2,12,43,3,2,4,21,6,350,1,64
2022,5,2,1,32,1,1,5,18,7,1700,1,64
2022,5,3,8,52,3,2,4,21,1,275,1,47
2022,5,3,15,32,1,2,4,21,5,780,1,47
2022,5,2,16,22,5,2,5,16,7,1141.27,1,64
2022,5,3,14,32,1,1,4,21,7,783,1,47
2022,5,6,12,41,1,1,1,11,7,2500,1,29
2022,5,2,12,11,4,2,5,1,1,500,1,64
2022,5,4,22,55,1,2,4,12,7,4000,1,39
2022,5,3,20,55,2,2,5,40,7,600,1,47
2022,5,2,16,14,1,2,5,50,1,600,1,64
2022,5,2,22,51,1,2,2,1,2,3000,1,64
2022,5,4,11,11,5,2,5,1,1,200,1,39
2022,5,1,9,14,1,2,5,18,7,800,1,62
2022,5,3,12,53,2,2,2,30,7,400,1,47
2022,5,1,20,14,5,2,2,40,1,2200,1,62
2022,5,4,19,52,1,2,5,21,7,650,1,39
2022,5,3,11,51,3,2,1,3,4,1200,1,47
2022,5,3,14,51,2,2,5,4,1,1300,1,47
2022,5,4,12,51,1,2,5,40,2,1300,1,39
2022,5,4,3,32,1,1,5,21,2,4000,1,39
2022,5,4,19,53,4,2,1,24,1,1200,1,39
2022,5,1,22,51,2,2,5,1,6,300,1,62
2022,5,4,19,52,3,2,4,9,1,1500,1,39
2022,5,5,16,32,3,2,4,21,1,750,1,46
2022,5,5,8,52,2,2,4,21,1,400,1,46
2022,5,5,8,55,3,2,5,7,2,200,1,46
2022,5,4,23,22,1,1,5,19,7,900,1,39
2022,5,5,15,33,4,2,4,10,7,1265.54,1,46
2022,5,5,8,52,2,2,4,21,1,250,1,46
2022,5,4,8,52,5,2,5,30,1,400,1,39
2022,4,4,12,52,2,1,4,1,7,1500,1,25
2022,5,3,21,53,5,1,4,21,2,1500,1,47
2022,5,5,14,53,3,2,5,24,5,655.39,1,46
2022,5,5,14,53,3,2,5,24,5,644.09,1,46
2022,5,1,17,52,4,2,4,11,4,130,1,62
2022,5,5,18,51,2,2,5,8,2,980,1,46
2022,5,6,16,51,2,1,4,21,1,320,1,29
2022,5,5,7,14,1,1,1,9,4,1615,1,46
2022,5,6,18,55,2,2,2,1,7,371,1,29
2022,5,5,19,52,2,2,5,1,8,1200,1,46
2022,5,3,21,14,5,2,5,8,7,1234,1,47
2022,5,5,22,14,5,2,5,8,2,1171.72,1,46
2022,5,2,19,55,5,2,1,1,1,800,1,64
2022,5,7,11,14,3,2,2,34,1,1600,1,59
2022,5,6,15,51,2,2,5,18,2,250,1,29
2022,5,7,18,31,3,2,4,21,7,600,1,59
2022,5,7,15,52,4,1,4,21,7,429.99,1,59
2022,5,7,11,53,3,2,4,25,6,1500,1,59
2022,5,6,23,32,1,2,4,12,1,150,1,29
2022,5,4,22,55,1,2,5,1,4,400,1,39
2022,5,7,15,52,2,2,5,21,8,850,1,59
2022,5,1,13,14,1,2,1,6,1,400,1,62
2022,5,6,11,55,1,2,5,21,7,689,1,29
2022,5,1,13,14,1,2,5,8,7,700,1,62
2022,5,1,3,14,2,2,5,21,1,350,1,62
2022,5,7,17,22,1,2,1,27,7,1000,1,59
2022,5,1,19,53,2,1,4,21,7,430,1,62
2022,5,2,18,14,1,2,4,21,6,770,1,64
2022,5,2,18,14,1,2,4,21,1,1075,1,64
2022,5,2,10,52,2,2,2,30,1,1300,1,64
2022,5,1,23,11,5,2,1,16,1,1000,1,62
2022,4,7,12,41,1,1,4,12,8,1700,1,36
2022,5,7,15,52,2,2,2,32,1,1582,1,59
2022,5,1,16,13,1,2,5,20,1,1000,1,62
2022,5,2,7,55,1,1,1,21,2,1000,1,64
2022,5,6,21,22,3,2,4,7,1,700,1,29
2022,5,2,18,11,3,2,1,10,1,300,1,64
2022,5,3,20,11,3,2,4,18,4,150,1,47
2022,5,3,12,51,3,2,5,18,7,100,1,47
2022,5,1,20,52,1,2,5,11,2,3000,1,62
2022,5,5,16,32,1,2,5,18,1,1200,1,46
2022,5,4,6,51,1,2,5,24,2,300,1,39
2022,5,5,20,51,2,2,5,3,1,1300,1,46
2022,5,3,2,14,5,2,4,21,5,700,1,47
2022,5,3,8,52,5,1,4,21,1,500,1,47
2022,5,1,20,52,2,2,2,1,7,2500,1,62
2022,5,2,23,52,1,2,5,8,4,500,1,64
2022,5,4,17,52,2,2,4,16,5,1222.6,1,39
2022,5,3,13,32,3,2,2,30,7,999.99,1,47
2022,5,4,17,52,2,2,4,16,5,1222.6,1,39
2022,5,5,16,11,1,2,5,21,7,850,1,46
